src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
127.0.0.2,127.0.0.1,40028,7400,17,2023-11-14 19:14:31,2.061,7309.0732654051435,101.40708393983503,50.946142649199416,50.46094129063562,105,104,9240,5824,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07655502392345,15.99981685296154,255.99413932831212,2100,2080,20,105,0.009908653846153847,0.019,0.0,0.009004610043417963,2.06,0.02,0.0,0.019807692307692304,0.0019517099163638885,2.06,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9904761904761905,72.07655502392345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,105,104,9240,5824
127.0.0.3,127.0.0.1,50028,7400,17,2023-11-14 19:14:32,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019001,0.0,0.00900526462099239,1.900001,0.020001,0.0,0.01979167708333333,0.0020305832623431523,1.9000000000000001,0.02,0.02,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.4,127.0.0.1,60029,7400,17,2023-11-14 19:14:33,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.2,127.0.0.1,40029,7400,17,2023-11-14 19:14:34,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019001,0.0,0.009005049445795587,2.0,0.020001,0.0,0.0198019801980198,0.00198019803980198,2.0,0.020001,0.019999,0.019999999999999997,4.0000000000040005e-07,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.3,127.0.0.1,50029,7400,17,2023-11-14 19:14:34,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.4,127.0.0.1,60030,7400,17,2023-11-14 19:14:36,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019001,0.0,0.00900524379865775,1.9000000000000001,0.020001,0.0,0.019791666666666666,0.002030582196207668,1.9000000000000001,0.020001,0.019999,0.02,4.103913408344721e-07,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.2,127.0.0.1,40030,7400,17,2023-11-14 19:14:37,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.3,127.0.0.1,50030,7400,17,2023-11-14 19:14:37,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.4,127.0.0.1,60031,7400,17,2023-11-14 19:14:38,2.061,7309.0732654051435,101.40708393983503,50.946142649199416,50.46094129063562,105,104,9240,5824,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07655502392345,15.99981685296154,255.99413932831212,2100,2080,20,105,0.009908653846153847,0.019,0.0,0.009004610043417963,2.06,0.02,0.0,0.019807692307692304,0.0019517099163638885,2.06,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9904761904761905,72.07655502392345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,105,104,9240,5824
127.0.0.2,127.0.0.1,40031,7400,17,2023-11-14 19:14:39,1.941,7315.816589386914,101.4940752189593,51.00463678516228,50.48943843379701,99,98,8712,5488,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08121827411168,15.999793860920533,255.99340359195037,1980,1960,20,99,0.009903061224489794,0.019,0.0,0.009004862111621298,1.94,0.02,0.0,0.019795918367346937,0.002009970979958388,1.94,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.98989898989899,72.08121827411168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,99,98,8712,5488
127.0.0.3,127.0.0.1,50031,7400,17,2023-11-14 19:14:39,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019001,0.0,0.009005236517629168,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.020001,0.019999,0.019999999999999997,4.082482904642713e-07,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.4,127.0.0.1,60032,7400,17,2023-11-14 19:14:41,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019,0.0,0.009004732768610888,2.0,0.02,0.0,0.019801980198019802,0.00198019801980198,2.0,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.2,127.0.0.1,40032,7400,17,2023-11-14 19:14:42,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.3,127.0.0.1,50032,7400,17,2023-11-14 19:14:42,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.4,127.0.0.1,60033,7400,17,2023-11-14 19:14:44,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.2,127.0.0.1,40033,7400,17,2023-11-14 19:14:44,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.3,127.0.0.1,50033,7400,17,2023-11-14 19:14:45,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.4,127.0.0.1,60034,7400,17,2023-11-14 19:14:46,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.2,127.0.0.1,40034,7400,17,2023-11-14 19:14:47,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.3,127.0.0.1,50034,7400,17,2023-11-14 19:14:47,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.4,127.0.0.1,60035,7400,17,2023-11-14 19:14:49,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.2,127.0.0.1,40035,7400,17,2023-11-14 19:14:49,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.3,127.0.0.1,50035,7400,17,2023-11-14 19:14:50,1.921,7317.022384174908,101.5096304008329,51.01509630400833,50.494534096824566,98,97,8624,5432,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08205128205128,15.999789610714066,255.99326758711376,1960,1940,20,98,0.009902061855670103,0.019,0.0,0.00900490678820248,1.92,0.02,0.0,0.01979381443298969,0.0020201977260067457,1.92,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9897959183673469,72.08205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,98,97,8624,5432
127.0.0.4,127.0.0.1,60036,7400,17,2023-11-14 19:14:51,2.080999,7308.028499773427,101.39360951158555,50.937073972644875,50.45653553894068,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909519047619044,0.019001,0.0,0.009004765619864007,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.079999,0.020001,0.019999,0.019999990384615383,4.041894145577831e-07,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.3,127.0.0.1,50036,7400,17,2023-11-14 19:14:52,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.2,127.0.0.1,40036,7400,17,2023-11-14 19:14:52,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019,0.0,0.009004732768610888,2.0,0.02,0.0,0.019801980198019802,0.00198019801980198,2.0,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.4,127.0.0.1,60037,7400,17,2023-11-14 19:14:54,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.3,127.0.0.1,50037,7400,17,2023-11-14 19:14:55,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019,0.0,0.009004732768610888,2.0,0.02,0.0,0.019801980198019802,0.00198019801980198,2.0,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.2,127.0.0.1,40037,7400,17,2023-11-14 19:14:55,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.4,127.0.0.1,60038,7400,17,2023-11-14 19:14:56,1.941,7315.816589386914,101.4940752189593,51.00463678516228,50.48943843379701,99,98,8712,5488,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08121827411168,15.999793860920533,255.99340359195037,1980,1960,20,99,0.009903061224489794,0.019,0.0,0.009004862111621298,1.94,0.02,0.0,0.019795918367346937,0.002009970979958388,1.94,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.98989898989899,72.08121827411168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,99,98,8712,5488
127.0.0.3,127.0.0.1,50038,7400,17,2023-11-14 19:14:57,1.941,7315.816589386914,101.4940752189593,51.00463678516228,50.48943843379701,99,98,8712,5488,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08121827411168,15.999793860920533,255.99340359195037,1980,1960,20,99,0.009903061224489794,0.019001,0.0,0.009005066092082955,1.94,0.020001,0.0,0.019795918367346937,0.0020099710205722346,1.94,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.98989898989899,72.08121827411168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,99,98,8712,5488
127.0.0.2,127.0.0.1,40038,7400,17,2023-11-14 19:14:57,1.960999,7314.639120162734,101.47888907643502,50.994416621324135,50.48447245511089,100,99,8800,5544,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08040201005025,15.99979798362404,255.9935355167799,2000,1980,20,100,0.009904035353535352,0.019001,0.0,0.009005085720418405,1.96,0.020001,0.0,0.019797979797979797,0.0019998980073983575,1.96,0.020001,0.019999,0.019999999999999997,4.040610178212884e-07,0,0,0,0,0,0,0,0,0,0,0,0.99,72.08040201005025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,100,99,8800,5544
127.0.0.4,127.0.0.1,60039,7400,17,2023-11-14 19:14:59,2.041,7310.142087212151,101.42087212150906,50.955414012738856,50.465458108770214,104,103,9152,5768,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07729468599034,15.999813296770608,255.99402553151756,2080,2060,20,104,0.009907766990291257,0.019,0.0,0.009004650247601446,2.04,0.02,0.0,0.01980582524271845,0.001961068920070307,2.04,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9903846153846154,72.07729468599034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,104,103,9152,5768
127.0.0.3,127.0.0.1,50039,7400,17,2023-11-14 19:15:00,1.901,7318.253550762756,101.52551288795371,51.02577590741715,50.49973698053656,97,96,8536,5376,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.08290155440415,15.999785227692197,255.99312733227745,1940,1920,20,97,0.009901041666666666,0.019,0.0,0.009004952280917274,1.9000000000000001,0.02,0.0,0.019791666666666666,0.0020305821551685347,1.9000000000000001,0.02,0.02,0.02,0.0,0,0,0,0,0,0,0,0,0,0,0,0.9896907216494846,72.08290155440415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,97,96,8536,5376
127.0.0.2,127.0.0.1,40039,7400,17,2023-11-14 19:15:00,2.001,7312.343828085957,101.44927536231884,50.97451274362819,50.474762618690654,102,101,8976,5656,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07881773399015,15.999805866472528,255.99378776480873,2040,2020,20,102,0.009905940594059403,0.019,0.0,0.009004732768610888,2.0,0.02,0.0,0.019801980198019802,0.00198019801980198,2.0,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9901960784313726,72.07881773399015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,102,101,8976,5656
127.0.0.4,127.0.0.1,60040,7400,17,2023-11-14 19:15:01,2.081,7308.024987986545,101.39356078808265,50.93704949543489,50.45651129264777,106,105,9328,5880,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07582938388626,15.999820308507823,255.99424990453937,2120,2100,20,106,0.009909523809523807,0.019,0.0,0.009004570519987785,2.08,0.02,0.0,0.019809523809523805,0.0019424836242258228,2.08,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9905660377358491,72.07582938388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,106,105,9328,5880
127.0.0.3,127.0.0.1,50040,7400,17,2023-11-14 19:15:02,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.2,127.0.0.1,40040,7400,17,2023-11-14 19:15:02,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019,0.0,0.00900469114998684,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
127.0.0.4,127.0.0.1,60041,7400,17,2023-11-14 19:15:04,1.981,7313.478041393236,101.46390711761737,50.984351337708226,50.479555779909134,101,100,8888,5600,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.07960199004975,15.999801983874052,255.99366352318006,2020,2000,20,101,0.009904999999999999,0.019,0.0,0.009004775122122707,1.98,0.02,0.0,0.019799999999999998,0.001989974874213239,1.98,0.02,0.02,0.019999999999999997,3.469446951953614e-18,0,0,0,0,0,0,0,0,0,0,0,0.9900990099009901,72.07960199004975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,101,100,8888,5600
127.0.0.3,127.0.0.1,50041,7400,17,2023-11-14 19:15:05,2.021,7311.232063334983,101.43493320138546,50.964868876793666,50.47006432459179,103,102,9064,5712,88,88,88.0,0.0,56,56,56.0,0.0,88,56,72.0780487804878,15.999809635988308,255.9939083878643,2060,2040,20,103,0.009906862745098034,0.019001,0.0,0.009004847938356637,2.02,0.02,0.0,0.019803921568627453,0.0019705638472786047,2.02,0.020001,0.019999,0.019999999999999997,3.980148760843937e-07,0,0,0,0,0,0,0,0,0,0,0,0.9902912621359223,72.0780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,56.0,0,103,102,9064,5712
